text,event,fv,count
https://w3id.org/provcorp/np/protected/text/APW19980501.0480.RAsSiUrQ36aA_VdVJhdeQ98iRj4DY-LlzV0k_4FyRxTqQ#text,emerged,CT+,1
https://w3id.org/provcorp/np/protected/text/APW19980501.0480.RAsSiUrQ36aA_VdVJhdeQ98iRj4DY-LlzV0k_4FyRxTqQ#text,has,CT+,1
https://w3id.org/provcorp/np/protected/text/APW19980626.0364.RAiLikv6kJpcgojwskB5nnSOdXfVCjFHHIdGnMaoWvUfQ#text,hopes,CT+,1
https://w3id.org/provcorp/np/protected/text/APW19981205.0374.RAHfyFbhbKOhq-FXafj2gHO09XmTlZox5sBt4Ny0x128s#text,joining,Uu,2
https://w3id.org/provcorp/np/protected/text/APW19981205.0374.RAHfyFbhbKOhq-FXafj2gHO09XmTlZox5sBt4Ny0x128s#text,marking,CT+,2
https://w3id.org/provcorp/np/protected/text/APW19981205.0374.RAHfyFbhbKOhq-FXafj2gHO09XmTlZox5sBt4Ny0x128s#text,ending,CT+,1
https://w3id.org/provcorp/np/protected/text/APW19990122.0193.RAuke1qoqfXp1DVxqZ3pJIhlmjO00huG0A70kzbsBXAD4#text,link,Uu,1
https://w3id.org/provcorp/np/protected/text/APW19990122.0193.RAuke1qoqfXp1DVxqZ3pJIhlmjO00huG0A70kzbsBXAD4#text,lived,CT+,1
https://w3id.org/provcorp/np/protected/text/APW19990122.0193.RAuke1qoqfXp1DVxqZ3pJIhlmjO00huG0A70kzbsBXAD4#text,established,Uu,1
https://w3id.org/provcorp/np/protected/text/APW19990122.0193.RAuke1qoqfXp1DVxqZ3pJIhlmjO00huG0A70kzbsBXAD4#text,found,Uu,5
https://w3id.org/provcorp/np/protected/text/APW19990122.0193.RAuke1qoqfXp1DVxqZ3pJIhlmjO00huG0A70kzbsBXAD4#text,eluded,CT+,1
https://w3id.org/provcorp/np/protected/text/APW19990122.0193.RAuke1qoqfXp1DVxqZ3pJIhlmjO00huG0A70kzbsBXAD4#text,march,CT+,2
https://w3id.org/provcorp/np/protected/text/APW19990122.0193.RAuke1qoqfXp1DVxqZ3pJIhlmjO00huG0A70kzbsBXAD4#text,enable,PS+,1
https://w3id.org/provcorp/np/protected/text/APW19990122.0193.RAuke1qoqfXp1DVxqZ3pJIhlmjO00huG0A70kzbsBXAD4#text,enable,Uu,1
https://w3id.org/provcorp/np/protected/text/APW19990122.0193.RAuke1qoqfXp1DVxqZ3pJIhlmjO00huG0A70kzbsBXAD4#text,hunt,CT+,1
https://w3id.org/provcorp/np/protected/text/APW19990122.0193.RAuke1qoqfXp1DVxqZ3pJIhlmjO00huG0A70kzbsBXAD4#text,hunt,Uu,1
https://w3id.org/provcorp/np/protected/text/APW19990122.0193.RAuke1qoqfXp1DVxqZ3pJIhlmjO00huG0A70kzbsBXAD4#text,driven,PR+,1
https://w3id.org/provcorp/np/protected/text/APW19990122.0193.RAuke1qoqfXp1DVxqZ3pJIhlmjO00huG0A70kzbsBXAD4#text,leading,CT+,1
https://w3id.org/provcorp/np/protected/text/APW19990410.0123.RAuzNuoY3Mub7UKEcbg8xTNf1tDBcrXZJIM-XPm73Iewc#text,found,Uu,1
https://w3id.org/provcorp/np/protected/text/CNN19980213.2130.0155.RAn0RI9TlIDxLZ9Mr1vOWvodn3FqyhJLB036qGxSFwBeI#text,evidence,Uu,1
https://w3id.org/provcorp/np/protected/text/CNN19980213.2130.0155.RAn0RI9TlIDxLZ9Mr1vOWvodn3FqyhJLB036qGxSFwBeI#text,force,Uu,2
https://w3id.org/provcorp/np/protected/text/CNN19980223.1130.0960.RAvoqO6dikTuHKbg54cnv-58-ONhDmdmckpUYEjLeJou0#text,falling,CT+,1
https://w3id.org/provcorp/np/protected/text/CNN19980223.1130.0960.RAvoqO6dikTuHKbg54cnv-58-ONhDmdmckpUYEjLeJou0#text,made,CT+,1
https://w3id.org/provcorp/np/protected/text/CNN19980227.2130.0067.RAN8-4pEcPtcT_DX8Gt1MnmxkdHXn7jF3-4i2nylSVZcA#text,investigation,CT+,3
https://w3id.org/provcorp/np/protected/text/NYT19980206.0460.RAodc7usHwgJdoxYW0VtIIDlu2ai3zYTNx8Sei6hfQQnc#text,left,CT+,1
https://w3id.org/provcorp/np/protected/text/NYT19980206.0460.RAodc7usHwgJdoxYW0VtIIDlu2ai3zYTNx8Sei6hfQQnc#text,extending,CT+,1
https://w3id.org/provcorp/np/protected/text/NYT19980206.0460.RAodc7usHwgJdoxYW0VtIIDlu2ai3zYTNx8Sei6hfQQnc#text,extended,CT+,1
https://w3id.org/provcorp/np/protected/text/NYT19980206.0460.RAodc7usHwgJdoxYW0VtIIDlu2ai3zYTNx8Sei6hfQQnc#text,expected,CT+,2
https://w3id.org/provcorp/np/protected/text/NYT19980212.0019.RAsYfpJvRRAD53aBvcokYppVw5orCWxIRK-2k7sZ_Nugo#text,killed,Uu,1
https://w3id.org/provcorp/np/protected/text/NYT19980212.0019.RAsYfpJvRRAD53aBvcokYppVw5orCWxIRK-2k7sZ_Nugo#text,firing,Uu,1
https://w3id.org/provcorp/np/protected/text/NYT19980212.0019.RAsYfpJvRRAD53aBvcokYppVw5orCWxIRK-2k7sZ_Nugo#text,injured,PR-,1
https://w3id.org/provcorp/np/protected/text/NYT19980402.0453.RApS7C50ag46C9gikPMigyuV7Gq5O1I9FaaqjPdWWJBgw#text,identified,CT+,1
https://w3id.org/provcorp/np/protected/text/NYT19980402.0453.RApS7C50ag46C9gikPMigyuV7Gq5O1I9FaaqjPdWWJBgw#text,killed,CT+,2
https://w3id.org/provcorp/np/protected/text/NYT19980402.0453.RApS7C50ag46C9gikPMigyuV7Gq5O1I9FaaqjPdWWJBgw#text,made,CT+,1
https://w3id.org/provcorp/np/protected/text/NYT19980424.0421.RAVHggZwhvOE5cGacruCXUunlTThOdvHUfR3v1J8z4AwE#text,expressed,CT+,1
https://w3id.org/provcorp/np/protected/text/NYT19980424.0421.RAVHggZwhvOE5cGacruCXUunlTThOdvHUfR3v1J8z4AwE#text,found,CT+,1
https://w3id.org/provcorp/np/protected/text/NYT19981025.0188.RAgF9LnEkJ3v3L-pkbp99iQO4ObOMQNy_8GfB67tdV9uo#text,killed,CT+,1
https://w3id.org/provcorp/np/protected/text/NYT19990419.0515.RAYVFMn-_GHi8_1qGUcd2lyC6XBGvNDtE9CsLpnuekpfE#text,gotten,Uu,1
https://w3id.org/provcorp/np/protected/text/NYT19990419.0515.RAYVFMn-_GHi8_1qGUcd2lyC6XBGvNDtE9CsLpnuekpfE#text,interview,CT+,1
https://w3id.org/provcorp/np/protected/text/NYT19990419.0515.RAYVFMn-_GHi8_1qGUcd2lyC6XBGvNDtE9CsLpnuekpfE#text,have,CT-,2
https://w3id.org/provcorp/np/protected/text/NYT19990419.0515.RAYVFMn-_GHi8_1qGUcd2lyC6XBGvNDtE9CsLpnuekpfE#text,found,CT+,1
https://w3id.org/provcorp/np/protected/text/NYT19990505.0443.RA5CTH-aB3enXUEHsvwP99BQ1k_jwa_s6_ofpSV_1lg60#text,killing,CT+,2
https://w3id.org/provcorp/np/protected/text/NYT19990505.0443.RA5CTH-aB3enXUEHsvwP99BQ1k_jwa_s6_ofpSV_1lg60#text,indicted,Uu,1
https://w3id.org/provcorp/np/protected/text/NYT19990505.0443.RA5CTH-aB3enXUEHsvwP99BQ1k_jwa_s6_ofpSV_1lg60#text,face,Uu,1
https://w3id.org/provcorp/np/protected/text/NYT19990505.0443.RA5CTH-aB3enXUEHsvwP99BQ1k_jwa_s6_ofpSV_1lg60#text,fire,PR+,1
https://w3id.org/provcorp/np/protected/text/NYT19990505.0443.RA5CTH-aB3enXUEHsvwP99BQ1k_jwa_s6_ofpSV_1lg60#text,emerged,CT+,1
https://w3id.org/provcorp/np/protected/text/PRI19980115.2000.0186.RAeQs5brKaeAz6iprBi8uRDaumfskpbidd_khFuf5Gfo8#text,facing,CT+,1
https://w3id.org/provcorp/np/protected/text/PRI19980115.2000.0186.RAeQs5brKaeAz6iprBi8uRDaumfskpbidd_khFuf5Gfo8#text,has,CT+,1
https://w3id.org/provcorp/np/protected/text/PRI19980121.2000.2591.RArL0yEv2RwV2nY--qoa8VMsOegz4K1OCadxgROWCcoNw#text,invaded,CT+,1
https://w3id.org/provcorp/np/protected/text/PRI19980121.2000.2591.RArL0yEv2RwV2nY--qoa8VMsOegz4K1OCadxgROWCcoNw#text,have,CT+,1
https://w3id.org/provcorp/np/protected/text/PRI19980213.2000.0313.RA0XMpXfEIlverATbchBvP-szIpd7qM49F1Lx_OiEpx1A#text,fall,CT+,1
https://w3id.org/provcorp/np/protected/text/PRI19980213.2000.0313.RA0XMpXfEIlverATbchBvP-szIpd7qM49F1Lx_OiEpx1A#text,evacuation,CT+,1
https://w3id.org/provcorp/np/protected/text/PRI19980216.2000.0170.RAlVwTe311I0Cs1i0lcAKAf3lb5ewadnU8bqSb--eMI1c#text,killings,CT+,1
https://w3id.org/provcorp/np/protected/text/PRI19980303.2000.2550.RAp8f0iz-V-CPZGQxbL3PWy39JUpdMhPiDN5XawzBWdU0#text,located,CT+,1
https://w3id.org/provcorp/np/protected/text/PRI19980303.2000.2550.RAp8f0iz-V-CPZGQxbL3PWy39JUpdMhPiDN5XawzBWdU0#text,had,Uu,1
https://w3id.org/provcorp/np/protected/text/PRI19980303.2000.2550.RAp8f0iz-V-CPZGQxbL3PWy39JUpdMhPiDN5XawzBWdU0#text,has,CT-,1
https://w3id.org/provcorp/np/protected/text/VOA19980303.1600.2745.RAM7kT1QcSqxhRPGhtUFXE2mJcjl3l30T1j5MJow2iMV0#text,joining,CT+,1
https://w3id.org/provcorp/np/protected/text/VOA19980303.1600.2745.RAM7kT1QcSqxhRPGhtUFXE2mJcjl3l30T1j5MJow2iMV0#text,increase,PR+,1
https://w3id.org/provcorp/np/protected/text/VOA19980305.1800.2603.RAu1I_rkD2rIIk3fd4bx8rar3b3nJ0ey3jwsyw2nw18W0#text,leaving,CT+,1
https://w3id.org/provcorp/np/protected/text/VOA19980331.1700.1533.RACYf7oiVc95O40RgtJnTqF6ZS0CPj_RKw9L_CfrxAuFc#text,improve,Uu,2
https://w3id.org/provcorp/np/protected/text/VOA19980331.1700.1533.RACYf7oiVc95O40RgtJnTqF6ZS0CPj_RKw9L_CfrxAuFc#text,made,CT+,1
https://w3id.org/provcorp/np/protected/text/VOA19980331.1700.1533.RACYf7oiVc95O40RgtJnTqF6ZS0CPj_RKw9L_CfrxAuFc#text,gave,CT+,1
https://w3id.org/provcorp/np/protected/text/XIE19990313.0031.RAIKWJfaruYJWsCQ7tZj7URUQemHG8EFqeY7Pk6zmvt0A#text,joined,CT+,1
https://w3id.org/provcorp/np/protected/text/XIE19990313.0173.RA3N-oMM_NS7qhWCkgFvj2NbQRGNM44RR0-zxcF7AG5DA#text,indicated,CT+,1
https://w3id.org/provcorp/np/protected/text/XIE19990313.0173.RA3N-oMM_NS7qhWCkgFvj2NbQRGNM44RR0-zxcF7AG5DA#text,issued,CT+,2
https://w3id.org/provcorp/np/protected/text/XIE19990313.0229.RACQGdWjFTw_jD3eiOZqRtzy_hhEx1rZcHU7s19N9pLeU#text,joined,CT+,1
https://w3id.org/provcorp/np/protected/text/XIE19990313.0229.RACQGdWjFTw_jD3eiOZqRtzy_hhEx1rZcHU7s19N9pLeU#text,entry,CT+,1
https://w3id.org/provcorp/np/protected/text/XIE19990313.0229.RACQGdWjFTw_jD3eiOZqRtzy_hhEx1rZcHU7s19N9pLeU#text,fled,CT+,1
https://w3id.org/provcorp/np/protected/text/XIE19990313.0229.RACQGdWjFTw_jD3eiOZqRtzy_hhEx1rZcHU7s19N9pLeU#text,is,CT+,1
https://w3id.org/provcorp/np/protected/text/XIE19990313.0229.RACQGdWjFTw_jD3eiOZqRtzy_hhEx1rZcHU7s19N9pLeU#text,is,Uu,1
https://w3id.org/provcorp/np/protected/text/ea980120.1830.0456.RAavdDqY3foS1IbyQ1xRsH2dD-iyKjua4FE-61RL7OvcQ#text,found,CT+,1
https://w3id.org/provcorp/np/protected/text/ed980111.1130.0089.RAYlMhK9tYbEEXtGrZHcwRPsEH0CXfyBnuDtvRsHOvTZc#text,have,CT-,1
https://w3id.org/provcorp/np/protected/text/wsj_0027.RAwIBPvHEIUT6i5Xbb_c5ikPmWNR1GQrBB_u3mEzENcTY#text,effort,Uu,4
https://w3id.org/provcorp/np/protected/text/wsj_0106.RANkA5vcpEBTWNjdi6GELsfrgazGJzmwbzc4UiMfy7B68#text,has,CT+,4
https://w3id.org/provcorp/np/protected/text/wsj_0106.RANkA5vcpEBTWNjdi6GELsfrgazGJzmwbzc4UiMfy7B68#text,has,Uu,4
https://w3id.org/provcorp/np/protected/text/wsj_0122.RA8sosUoMNH6Mn7buuTUaizUYvxlvQJnhubLQ4eMqk3yg#text,formed,CT+,4
https://w3id.org/provcorp/np/protected/text/wsj_0122.RA8sosUoMNH6Mn7buuTUaizUYvxlvQJnhubLQ4eMqk3yg#text,formed,Uu,4
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,gain,CT+,4
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,fall,Uu,4
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,fell,Uu,4
https://w3id.org/provcorp/np/protected/text/wsj_0152.RABOY75ByHvve2Ke2JfRPmrmLYDQEMejI8VWWzy6ccm9M#text,extended,CT+,4
https://w3id.org/provcorp/np/protected/text/wsj_0160.RAMcYyM0g7vbT58xhbYw0M4ZrVcZk6bvzeSamEskxjCBA#text,gain,CT+,4
https://w3id.org/provcorp/np/protected/text/wsj_0165.RAXjPZI60YSjcBZ-kDGc0Lxp9LTIddGqqeAuUhCfSZLAM#text,exchange,CT+,4
https://w3id.org/provcorp/np/protected/text/wsj_0168.RAwTJvUVO_uA7dpmJVSXiotdcRjWPh9aHHcxu-4Vq5omE#text,extended,PS+,4
https://w3id.org/provcorp/np/protected/text/wsj_0169.RAFM7CeV0JQwZALf-BxSLTzkoG9qdwk3uHCW4R6A869Ec#text,has,CT+,4
https://w3id.org/provcorp/np/protected/text/wsj_0171.RANPZyX9cn7WOeJf5ZWAZRGogxnRovKsgdezfvf6QVQME#text,eliminated,CT+,4
https://w3id.org/provcorp/np/protected/text/wsj_0173.RAUOe_zrKGoSsfGKXd9_eK2oFS4de-uqhL52AFXXFKB5U#text,filed,CT+,12
https://w3id.org/provcorp/np/protected/text/wsj_0184.RALbLh8eQIvDEBdvzXmIaYSoGDZhPhgYAGtn646_efNfk#text,eliminated,CT+,4
https://w3id.org/provcorp/np/protected/text/wsj_0184.RALbLh8eQIvDEBdvzXmIaYSoGDZhPhgYAGtn646_efNfk#text,heard,CT-,4
https://w3id.org/provcorp/np/protected/text/wsj_0184.RALbLh8eQIvDEBdvzXmIaYSoGDZhPhgYAGtn646_efNfk#text,heard,Uu,4
https://w3id.org/provcorp/np/protected/text/wsj_0187.RApNmorMpGE4aMhTj3EOvejW45HLHY0fnwfvXdiJNcwxs#text,expected,CT+,8
https://w3id.org/provcorp/np/protected/text/wsj_0187.RApNmorMpGE4aMhTj3EOvejW45HLHY0fnwfvXdiJNcwxs#text,expected,Uu,8
https://w3id.org/provcorp/np/protected/text/wsj_0187.RApNmorMpGE4aMhTj3EOvejW45HLHY0fnwfvXdiJNcwxs#text,holding,CT+,16
https://w3id.org/provcorp/np/protected/text/wsj_0187.RApNmorMpGE4aMhTj3EOvejW45HLHY0fnwfvXdiJNcwxs#text,has,CT+,4
https://w3id.org/provcorp/np/protected/text/wsj_0313.RAScz8g4O55OSWXx4cRc0w8iC1K1QR4ayKYUEIXE4z2zU#text,operations,CT+,2
https://w3id.org/provcorp/np/protected/text/wsj_0927.RA6SJVyxFeWnSLGV8PgZKGfly00l2PAostQLKGnV6fJvw#text,have,Uu,2
https://w3id.org/provcorp/np/protected/text/wsj_0927.RA6SJVyxFeWnSLGV8PgZKGfly00l2PAostQLKGnV6fJvw#text,have,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0927.RA6SJVyxFeWnSLGV8PgZKGfly00l2PAostQLKGnV6fJvw#text,has,CT-,1
https://w3id.org/provcorp/np/protected/text/wsj_0927.RA6SJVyxFeWnSLGV8PgZKGfly00l2PAostQLKGnV6fJvw#text,increasing,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0928.RAwS2CfOnFXGVyg2We08qVto-AZ-z4VMQYTBfydTeD5b0#text,expected,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0928.RAwS2CfOnFXGVyg2We08qVto-AZ-z4VMQYTBfydTeD5b0#text,expected,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_0928.RAwS2CfOnFXGVyg2We08qVto-AZ-z4VMQYTBfydTeD5b0#text,hampered,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0928.RAwS2CfOnFXGVyg2We08qVto-AZ-z4VMQYTBfydTeD5b0#text,indicated,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_0928.RAwS2CfOnFXGVyg2We08qVto-AZ-z4VMQYTBfydTeD5b0#text,increase,PR+,1
https://w3id.org/provcorp/np/protected/text/wsj_0938.RAhIbwaw_8_aYTcNR8bHW9Tc8JVLus6fN-qhHWUtzvwZQ#text,had,CT-,1
https://w3id.org/provcorp/np/protected/text/wsj_0950.RAmiPyXT9QDl_BUnl_Nkg2QeLpY0_kPXLO77Aj3N5Xsec#text,fell,CT+,8
https://w3id.org/provcorp/np/protected/text/wsj_0950.RAmiPyXT9QDl_BUnl_Nkg2QeLpY0_kPXLO77Aj3N5Xsec#text,fell,Uu,2
https://w3id.org/provcorp/np/protected/text/wsj_1003.RAhzKMCZrDvPWNRU1ggdehZvYCOPPpf5R8aeVqCaPFh00#text,gain,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_1003.RAhzKMCZrDvPWNRU1ggdehZvYCOPPpf5R8aeVqCaPFh00#text,had,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_1003.RAhzKMCZrDvPWNRU1ggdehZvYCOPPpf5R8aeVqCaPFh00#text,had,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_1003.RAhzKMCZrDvPWNRU1ggdehZvYCOPPpf5R8aeVqCaPFh00#text,expected,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_1003.RAhzKMCZrDvPWNRU1ggdehZvYCOPPpf5R8aeVqCaPFh00#text,following,CT+,2
https://w3id.org/provcorp/np/protected/text/wsj_1003.RAhzKMCZrDvPWNRU1ggdehZvYCOPPpf5R8aeVqCaPFh00#text,failed,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_1006.RAI0Zk_KL-TDwOEoJgp29eYWy2CN72j9FHTeBMcyEYAq4#text,joined,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_1006.RAI0Zk_KL-TDwOEoJgp29eYWy2CN72j9FHTeBMcyEYAq4#text,leave,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_1011.RAo28-1jK6cSlVpx3nuRaPFxbmuiPAp5d5WFf9gKF4q0k#text,issued,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_1011.RAo28-1jK6cSlVpx3nuRaPFxbmuiPAp5d5WFf9gKF4q0k#text,grew,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_1013.RAoHHvYRdlf42lrkp6EzjsFO_zJdrh7mg8Z-Wannb5duA#text,holding,Uu,2
https://w3id.org/provcorp/np/protected/text/wsj_1013.RAoHHvYRdlf42lrkp6EzjsFO_zJdrh7mg8Z-Wannb5duA#text,face,PR-,1
https://w3id.org/provcorp/np/protected/text/wsj_1035.RA6WFB2mnagnQbgNPbKVKz8y4xIKaOYmVEVKs63ybaffc#text,expected,CT+,2
https://w3id.org/provcorp/np/protected/text/wsj_1035.RA6WFB2mnagnQbgNPbKVKz8y4xIKaOYmVEVKs63ybaffc#text,increase,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_1039.RAQRCNVq0hVQZ7XZ795ssF_MvejAEY4DQqp7HkYL30gmI#text,expected,Uu,1
https://w3id.org/provcorp/np/protected/text/wsj_1040.RAwJf4I7NLjzDFZQDYBualz2WdI8Z-tsu7Xj3ou3RyWa0#text,has,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_1042.RAG8pmFBEG_-4cxWyY7LfnKxCY_rQ33FxtrtrQxHJ3Il0#text,enable,CT+,1
https://w3id.org/provcorp/np/protected/text/wsj_1073.RAqZq5a0QccG2_Gvr3gWv8vo80xJf4uIHoMlEGl6e-hE0#text,had,CT+,1
https://w3id.org/provcorp/np/protected/text/APW19990410.0123.RAuzNuoY3Mub7UKEcbg8xTNf1tDBcrXZJIM-XPm73Iewc#text,have,PS+,1
https://w3id.org/provcorp/np/protected/text/APW19990410.0123.RAuzNuoY3Mub7UKEcbg8xTNf1tDBcrXZJIM-XPm73Iewc#text,have,Uu,1
https://w3id.org/provcorp/np/protected/text/APW19990506.0155.RAHVhJknuJchrQOFX2mEBH3wlwA24rn-X76fb21BILc8M#text,issued,CT+,1
https://w3id.org/provcorp/np/protected/text/APW19990506.0155.RAHVhJknuJchrQOFX2mEBH3wlwA24rn-X76fb21BILc8M#text,have,Uu,1
https://w3id.org/provcorp/np/protected/text/APW19990506.0155.RAHVhJknuJchrQOFX2mEBH3wlwA24rn-X76fb21BILc8M#text,force,Uu,1
https://w3id.org/provcorp/np/protected/text/APW19990506.0155.RAHVhJknuJchrQOFX2mEBH3wlwA24rn-X76fb21BILc8M#text,fire,CT+,1
https://w3id.org/provcorp/np/protected/text/APW19990506.0155.RAHVhJknuJchrQOFX2mEBH3wlwA24rn-X76fb21BILc8M#text,fleeing,PS+,1
https://w3id.org/provcorp/np/protected/text/APW19990506.0155.RAHVhJknuJchrQOFX2mEBH3wlwA24rn-X76fb21BILc8M#text,face,Uu,2
https://w3id.org/provcorp/np/protected/text/APW19990506.0155.RAHVhJknuJchrQOFX2mEBH3wlwA24rn-X76fb21BILc8M#text,killed,CT+,2
https://w3id.org/provcorp/np/protected/text/APW19990507.0207.RAMCXuwIV-SbY2qLEMsbiP-Fksl1FT8aFOk4E8Yz5MPuM#text,heating,CT+,1
https://w3id.org/provcorp/np/protected/text/APW19990507.0207.RAMCXuwIV-SbY2qLEMsbiP-Fksl1FT8aFOk4E8Yz5MPuM#text,have,CT+,1
https://w3id.org/provcorp/np/protected/text/APW19990507.0207.RAMCXuwIV-SbY2qLEMsbiP-Fksl1FT8aFOk4E8Yz5MPuM#text,have,Uu,1
https://w3id.org/provcorp/np/protected/text/APW19990507.0207.RAMCXuwIV-SbY2qLEMsbiP-Fksl1FT8aFOk4E8Yz5MPuM#text,manhunt,CT+,1
https://w3id.org/provcorp/np/protected/text/APW19990507.0207.RAMCXuwIV-SbY2qLEMsbiP-Fksl1FT8aFOk4E8Yz5MPuM#text,force,Uu,1
https://w3id.org/provcorp/np/protected/text/APW19990507.0207.RAMCXuwIV-SbY2qLEMsbiP-Fksl1FT8aFOk4E8Yz5MPuM#text,hope,CT+,1
https://w3id.org/provcorp/np/protected/text/APW19990507.0207.RAMCXuwIV-SbY2qLEMsbiP-Fksl1FT8aFOk4E8Yz5MPuM#text,evidence,CT+,2
https://w3id.org/provcorp/np/protected/text/APW19990507.0207.RAMCXuwIV-SbY2qLEMsbiP-Fksl1FT8aFOk4E8Yz5MPuM#text,linked,CT+,1
https://w3id.org/provcorp/np/protected/text/APW19990507.0207.RAMCXuwIV-SbY2qLEMsbiP-Fksl1FT8aFOk4E8Yz5MPuM#text,linked,Uu,1
https://w3id.org/provcorp/np/protected/text/APW19990507.0207.RAMCXuwIV-SbY2qLEMsbiP-Fksl1FT8aFOk4E8Yz5MPuM#text,maimed,CT+,1
https://w3id.org/provcorp/np/protected/text/APW20000124.0182.RAMgIrDEZPBK0FEk8Ll2veChaLdUapD72gHwpferZrbgk#text,killed,CT+,1
https://w3id.org/provcorp/np/protected/text/APW20000124.0182.RAMgIrDEZPBK0FEk8Ll2veChaLdUapD72gHwpferZrbgk#text,fired,CT+,1
https://w3id.org/provcorp/np/protected/text/AP900815-0044.RA4hKXV4fP4GO05OSSc2OFK3A9Q39dFzhR5lnchyhGyCs#text,extend,Uu,1
https://w3id.org/provcorp/np/protected/text/AP900815-0044.RA4hKXV4fP4GO05OSSc2OFK3A9Q39dFzhR5lnchyhGyCs#text,heading,Uu,1
https://w3id.org/provcorp/np/protected/text/AP900815-0044.RA4hKXV4fP4GO05OSSc2OFK3A9Q39dFzhR5lnchyhGyCs#text,invasion,CT+,3
https://w3id.org/provcorp/np/protected/text/AP900815-0044.RA4hKXV4fP4GO05OSSc2OFK3A9Q39dFzhR5lnchyhGyCs#text,harbor,CT+,1
https://w3id.org/provcorp/np/protected/text/AP900815-0044.RA4hKXV4fP4GO05OSSc2OFK3A9Q39dFzhR5lnchyhGyCs#text,drain,CT+,2
https://w3id.org/provcorp/np/protected/text/AP900815-0044.RA4hKXV4fP4GO05OSSc2OFK3A9Q39dFzhR5lnchyhGyCs#text,left,CT+,1
https://w3id.org/provcorp/np/protected/text/AP900815-0044.RA4hKXV4fP4GO05OSSc2OFK3A9Q39dFzhR5lnchyhGyCs#text,expected,Uu,1
https://w3id.org/provcorp/np/protected/text/AP900815-0044.RA4hKXV4fP4GO05OSSc2OFK3A9Q39dFzhR5lnchyhGyCs#text,eliminated,CT+,1
https://w3id.org/provcorp/np/protected/text/AP900815-0044.RA4hKXV4fP4GO05OSSc2OFK3A9Q39dFzhR5lnchyhGyCs#text,ends,CT+,1
https://w3id.org/provcorp/np/protected/text/AP900815-0044.RA4hKXV4fP4GO05OSSc2OFK3A9Q39dFzhR5lnchyhGyCs#text,identified,CT-,1
https://w3id.org/provcorp/np/protected/text/AP900815-0044.RA4hKXV4fP4GO05OSSc2OFK3A9Q39dFzhR5lnchyhGyCs#text,join,Uu,1
https://w3id.org/provcorp/np/protected/text/AP900815-0044.RA4hKXV4fP4GO05OSSc2OFK3A9Q39dFzhR5lnchyhGyCs#text,interview,CT+,1
https://w3id.org/provcorp/np/protected/text/AP900815-0044.RA4hKXV4fP4GO05OSSc2OFK3A9Q39dFzhR5lnchyhGyCs#text,force,Uu,1
https://w3id.org/provcorp/np/protected/text/AP900815-0044.RA4hKXV4fP4GO05OSSc2OFK3A9Q39dFzhR5lnchyhGyCs#text,lending,CT+,1
https://w3id.org/provcorp/np/protected/text/AP900815-0044.RA4hKXV4fP4GO05OSSc2OFK3A9Q39dFzhR5lnchyhGyCs#text,driving,CT+,1
https://w3id.org/provcorp/np/protected/text/AP900815-0044.RA4hKXV4fP4GO05OSSc2OFK3A9Q39dFzhR5lnchyhGyCs#text,driving,Uu,1
https://w3id.org/provcorp/np/protected/text/AP900816-0139.RALzKKCELGuax_1TwrVtjRsTWowh0Ofr363k6oGBje-F4#text,liar,CT+,2
https://w3id.org/provcorp/np/protected/text/AP900816-0139.RALzKKCELGuax_1TwrVtjRsTWowh0Ofr363k6oGBje-F4#text,invasion,CT+,2
https://w3id.org/provcorp/np/protected/text/AP900816-0139.RALzKKCELGuax_1TwrVtjRsTWowh0Ofr363k6oGBje-F4#text,grew,CT+,1
https://w3id.org/provcorp/np/protected/text/AP900816-0139.RALzKKCELGuax_1TwrVtjRsTWowh0Ofr363k6oGBje-F4#text,fear,CT+,1
https://w3id.org/provcorp/np/protected/text/AP900816-0139.RALzKKCELGuax_1TwrVtjRsTWowh0Ofr363k6oGBje-F4#text,interned,PR+,1
