event,eID,event_word,fact_value,fact_value_count
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e11.RAnuCCbm0H5iwMIossJdAu72raEQisQ4NqzkrMgpeqrnQ#annotation,"""e11""","""continues""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e11.RAnuCCbm0H5iwMIossJdAu72raEQisQ4NqzkrMgpeqrnQ#annotation,"""e11""","""continues""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e136.RAlH1CSdX6HhThNNsuovxhvc6os0MPpJJMJPPMtYnGPoY#annotation,"""e136""","""pressures""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e136.RAlH1CSdX6HhThNNsuovxhvc6os0MPpJJMJPPMtYnGPoY#annotation,"""e136""","""pressures""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e137.RABY8P24KE9PycG1uCd0Yd0u-bWKg-goyrY674ZDJv0LQ#annotation,"""e137""","""demand""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e137.RABY8P24KE9PycG1uCd0Yd0u-bWKg-goyrY674ZDJv0LQ#annotation,"""e137""","""demand""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e15.RA0wIsQuUmOUlNt9lpbbjOqvVUWsy8vGGR3U3zZ9GkPGQ#annotation,"""e15""","""earned""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e16.RAjt9AcY9fJG9_K55z1PPKJVC0U4OibP349FfYqpNLFyQ#annotation,"""e16""","""fell""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e19.RAZfffZCaXosfPJ-vR9-sdJ3FBv1xcWYulOu6qw136Q7A#annotation,"""e19""","""fall""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e19.RAZfffZCaXosfPJ-vR9-sdJ3FBv1xcWYulOu6qw136Q7A#annotation,"""e19""","""fall""","""PR+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e2.RAH6xAWy9oaZz07UycZnEpX6-vkjgrKuu-_aAOTykXIFM#annotation,"""e2""","""expects""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e2.RAH6xAWy9oaZz07UycZnEpX6-vkjgrKuu-_aAOTykXIFM#annotation,"""e2""","""expects""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e26.RAnb1YzZUYwMKXLnLJYL7VV8fbsbB5Fj0fuTBymEcCq0k#annotation,"""e26""","""ending""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e33.RA83egKRiQvvoofI-9SXG6PaY5XUg-XsGDN6klugnVp0c#annotation,"""e33""","""face""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e33.RA83egKRiQvvoofI-9SXG6PaY5XUg-XsGDN6klugnVp0c#annotation,"""e33""","""face""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e5.RARrwBupEKRJeW4kHJxP4Dblp7AN56w9SgoAF0Y3ADE0Y#annotation,"""e5""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e6.RArFa8OMrjHW5Lht3MUjG3lc6mXQLd3FEpwO1SY39iUoE#annotation,"""e6""","""expects""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e6.RArFa8OMrjHW5Lht3MUjG3lc6mXQLd3FEpwO1SY39iUoE#annotation,"""e6""","""expects""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e8.RAKPBFrKlBBwioqFuE8oJOnIk1j4GRp078sUGbwd6gXwE#annotation,"""e8""","""post""","""PR+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0135/e8.RAKPBFrKlBBwioqFuE8oJOnIk1j4GRp078sUGbwd6gXwE#annotation,"""e8""","""post""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e10.RA7-2HQBjvU3TlmOb5FohzJHwKi298PJ47qaEYUwzsUMs#annotation,"""e10""","""phasing""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e10.RA7-2HQBjvU3TlmOb5FohzJHwKi298PJ47qaEYUwzsUMs#annotation,"""e10""","""phasing""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e11.RAACO3-IyRpDs6Cgqn7WPs_oUS-qNI1LlFWjo4XSqsrBk#annotation,"""e11""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e12.RAudXliInJFaJ5se3MqSMO0kLUHyFDxXXJ3w6MAFe1XRM#annotation,"""e12""","""built""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e12.RAudXliInJFaJ5se3MqSMO0kLUHyFDxXXJ3w6MAFe1XRM#annotation,"""e12""","""built""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e13.RAUzJg4QD3c5Ht1QBogClcSYbMdbeCackBMcFFQu2toCA#annotation,"""e13""","""carry""","""Uu""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e14.RAK8ppBiZYMcQ-QK-SNpPnih29jpFqoxy12KM3n1dORXg#annotation,"""e14""","""transition""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e17.RAkzISI268D3kZvaQlFPQ4X9JeGb800CYtlhztOoyh5VU#annotation,"""e17""","""estimated""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e2.RAwoaya4JkQ3kX8zWiPw3Xp9YefQPGbEaowQEIHssREG8#annotation,"""e2""","""fell""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e2.RAwoaya4JkQ3kX8zWiPw3Xp9YefQPGbEaowQEIHssREG8#annotation,"""e2""","""fell""","""PR+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e21.RAzobE63it5MCm3vsW-6kpbh6fRBrvQZXTVYnXZVooVJ4#annotation,"""e21""","""drop""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e26.RA1oAdozVdQG01WpmDGtT1mFqCdKIpNrPDTAbCLOvSdvY#annotation,"""e26""","""downturn""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e27.RAILtRhj0Ft7rKoo7YsANyuCxYF4AXHjYmM-Akqc_7D9c#annotation,"""e27""","""start-up""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e29.RAk0hsWPIqstBOi1QGZM80unmPuHIFwXUc-hXDSJyg76M#annotation,"""e29""","""start-up""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e29.RAk0hsWPIqstBOi1QGZM80unmPuHIFwXUc-hXDSJyg76M#annotation,"""e29""","""start-up""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e3.RA1R-fsMA1-7JFjwVg1gJi3eSbmLXdGgS9PR2FzLwRQeI#annotation,"""e3""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e4.RAasFkMGkHCjpkouaTZc_Ul4u6eekI3gDELBgcM0NAExA#annotation,"""e4""","""result""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e4.RAasFkMGkHCjpkouaTZc_Ul4u6eekI3gDELBgcM0NAExA#annotation,"""e4""","""result""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e5.RAPbzxOyFyNqgCjIQ6Mv-fKQzHml-xPZzruJabVE9AP5k#annotation,"""e5""","""earned""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e6.RAHhulUy6R0GSz8QNj0YQrTgXYGlaNV72R5dnNEimp_qM#annotation,"""e6""","""attributed""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0136/e7.RAj7NSQXfSo9_3sAosR91agGT7ZVYDJkzsXjXOWuPPe4I#annotation,"""e7""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e1.RAaRYXfb4iLYzJ1WX4J0o2VcBg17p6lw9vZWZzZty8iTI#annotation,"""e1""","""rose""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e10.RAee0Mou76bK1a1Vgs4uyg97bwoIjaZmYP7LXR3GsFggo#annotation,"""e10""","""result""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e10.RAee0Mou76bK1a1Vgs4uyg97bwoIjaZmYP7LXR3GsFggo#annotation,"""e10""","""result""","""PR+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e12.RAIgh1W49VIPrVtuACHc_43RA57AFnkzDA_aS6UYvxO54#annotation,"""e12""","""fell""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e14.RATuqSkVIpoIPPzDU7GCIFz8rmRaaOYRpq8jOH_geV3h8#annotation,"""e14""","""lost""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e19.RAPgHAyclcUPR_eQkXxM8O_OtdoU_MM5tnftjCz600jv8#annotation,"""e19""","""posted""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e21.RAwWLvufDC5GKf-9BC7KPDaZShTZp76gMsk-2WdHREv8g#annotation,"""e21""","""loss""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e2162.RAOcAXy9Qxkfo-8mgVOQkarzVjHxEF01MC_vaZOWJj1CU#annotation,"""e2162""","""earnings""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e2162.RAOcAXy9Qxkfo-8mgVOQkarzVjHxEF01MC_vaZOWJj1CU#annotation,"""e2162""","""earnings""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e23.RAvqr8EViv4m8woMNOpivsTi8r3fiAaGJUdR8RZ9Ca55U#annotation,"""e23""","""loss""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e24.RAIC2LDzJnJnv6_5-HCjRni9DabXaOUTLtvQp2cAsLQh0#annotation,"""e24""","""results""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e33.RAads87AStgiNpXo0YtAW7aRlk18_dchCY_MCxSWHkNMI#annotation,"""e33""","""gains""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e34.RAV2eFMPM3KtTNL2M28lEZ52jNb--obwkB9hOkvk3ve3A#annotation,"""e34""","""up""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e4.RA0S1VPDAEObkbniAnPh8w5JIo3zvp6u0eaxEi4FWpkrE#annotation,"""e4""","""reduced""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e45.RApQOugg9IiNhhr6eXMj46qqpWvTPk2I8ulLI9qYf28hY#annotation,"""e45""","""estimated""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e46.RAw52d1U9GYppq0wNTFO1cNdTbb2PaKJU1XjXkeIK9iog#annotation,"""e46""","""earthquake""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e49.RAEb7yfDwgIXOtdKlmm6sukFt3M4dqgdYeF0ct5vEbCxw#annotation,"""e49""","""charge""","""PR+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e49.RAEb7yfDwgIXOtdKlmm6sukFt3M4dqgdYeF0ct5vEbCxw#annotation,"""e49""","""charge""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e6.RAR-AUo-wZ0_fAME94PKBVmaKEAdvClEy8C-dst31lWWU#annotation,"""e6""","""advanced""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e61.RAm0Xzuq9PHL-ewWIAGYhlA9xHfzSpQwvIh74xy7xL3Aw#annotation,"""e61""","""charge""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0144/e8.RA6U4gQwB4fs98EQBU3xkFk7oUEeiWlNzPC_4wAxL55jM#annotation,"""e8""","""declined""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e1.RAX1vvVyiAVNeHaCqxYoWlT_jIE4eqDbgymkVWnECV098#annotation,"""e1""","""merged""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e1.RAX1vvVyiAVNeHaCqxYoWlT_jIE4eqDbgymkVWnECV098#annotation,"""e1""","""merged""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e10.RAmFy1wEHie5I1djN5KsDqLud8Z4Gm0s40Yfs6pY_txlU#annotation,"""e10""","""delisted""","""CT-""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e11.RAPiKa82j1GuCeMO6oW9tJWKQQAhrFcHp7xmyFYk6ganU#annotation,"""e11""","""closed""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e12.RA4vPdLT58pFfxI5WSC7qkqfFLAxMRD49ET785VhK0coE#annotation,"""e12""","""closed""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e17.RAzcTFeLl1T1B2D4c89i0JDVQjEC2wd59CT8-rJddKFqY#annotation,"""e17""","""assumed""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e18.RAWbBd1RtBVbWcurg3cmKX1YDOYzc-8TYV5eJjYBO4lAE#annotation,"""e18""","""disclosed""","""CT-""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e2.RApbeaXCEztAlhCB5WNQrAOlLgFOGZOTMhJj7bAOKTc-M#annotation,"""e2""","""meeting""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e2.RApbeaXCEztAlhCB5WNQrAOlLgFOGZOTMhJj7bAOKTc-M#annotation,"""e2""","""meeting""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e23.RASYISG4CCIWHwETpctgdMrU3kBVQo2u2CweTQuRH6YQc#annotation,"""e23""","""transaction""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e23.RASYISG4CCIWHwETpctgdMrU3kBVQo2u2CweTQuRH6YQc#annotation,"""e23""","""transaction""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e26.RAfIh9McPD1daaXIia-Or9BbqkGOyslCCAy2_FsPeKEVU#annotation,"""e26""","""close""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e27.RA1Wh6Cb5Af8UvPsSLCGDQ60NKfFdI7NwyurVw7Dw6LGg#annotation,"""e27""","""acquired""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e4.RAUTmwWWVMaVwJkFtCLUZVJ-P-ZMZMBsjwg9c-Mzzj6NU#annotation,"""e4""","""cleared""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e4.RAUTmwWWVMaVwJkFtCLUZVJ-P-ZMZMBsjwg9c-Mzzj6NU#annotation,"""e4""","""cleared""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e5.RASd9ldi8znPWHhwmwAaKx_DyyJWOtNBA_jJsC0SehoJY#annotation,"""e5""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e6.RAO9W0Wg0WRZ23CvVu-Jh2OAiuAeY9VfNl_r2JY0rIB-U#annotation,"""e6""","""owned""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e7.RA6aEY_gsL1ii-Bj2-YlLrWf58MKK9HV62_S7n0t3ESx4#annotation,"""e7""","""pay""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e8.RAeiDPdiWHEQk4-_EQlOBNY2c-o3DZh4NnddhDJwkrtkE#annotation,"""e8""","""valued""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0150/e9.RAjhK7HhMyW63mSVVs1VoNg1_qWvZqANJS-1YUOhQoboA#annotation,"""e9""","""pay""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e1.RAp4N4ni6c8a77_-QAmrxW-h4h5gB4Fi8Yvjv1ZWynt3s#annotation,"""e1""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e10.RAHh2dGiozMCEtzD65VwxirusuEwOSQDXrsIIFFR1Kiwk#annotation,"""e10""","""making""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e11.RACzvg9J0OmW_c9glY7WhbN0tkRjx_dC6I2gMuBsEQ29Y#annotation,"""e11""","""run""","""PS-""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e13.RA5gFIjX7g2ZdE1raqd4dRajU7lOrEnQTxRS7KPokFGEM#annotation,"""e13""","""seeking""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e15.RA-nFhd_OyDQc3net5FtJM1Uni6S5Sffe4Lt1WnY6d0fE#annotation,"""e15""","""oust""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e16.RAGf7Ja8J2NXSV0D8htNu2N3djtctHRs9bxcLu1CsQGEA#annotation,"""e16""","""action""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e17.RAOm_RJ-qPGuKdGeahQsGNWx4yCXu2lUzaShOCvGIWc5Q#annotation,"""e17""","""followed""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e18.RA_UX_tRSnvYIrA4jGLlFe-ZjnYwWtJvfq7yFY7l2y7sc#annotation,"""e18""","""retain""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e182.RAIFYeg57YLrYuRSUpZh7pbvIA-LdKtfMDo6vJPVN1olQ#annotation,"""e182""","""close""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e2.RA91F0cZdQcHXFSzxDFrb6y4mW-rtIdcWSBzOBs-VRse0#annotation,"""e2""","""bought""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e2.RA91F0cZdQcHXFSzxDFrb6y4mW-rtIdcWSBzOBs-VRse0#annotation,"""e2""","""bought""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e20.RACLMSjLVT3vBf3eMRiHHVlmvZ0qLZwFkWHG5Q_GAxQFY#annotation,"""e20""","""explore""","""Uu""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e22.RAchM555aRpAvkVfgH7UOnk4LDd_B2NdRUjUwxTgVkDDk#annotation,"""e22""","""maximize""","""Uu""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e23.RAccb8u6YYv7Px65rL3L7tAEQYc0_arTFwvkC7op38GP8#annotation,"""e23""","""sale""","""PS+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e24.RAgfp-Tf8PL5l5VnbSwnwTKUnV6I9dU9_8IWADfL9fZSM#annotation,"""e24""","""rose""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e27.RAWpNiZdZ1Fb4_lrO3OP-tKRL77Q_ImElH6RIsbdG6S_k#annotation,"""e27""","""declined""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e29.RAVjy42HAdapqUiMgDDyIf85aydHwBp7aBWfhe5ElEMbY#annotation,"""e29""","""specify""","""CT-""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e3.RA7scOtirBD7P6OUASJ1djLEmtRi41LvFhfzYjtBy6y5c#annotation,"""e3""","""move""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e30.RAFTQmFf7ioc7db0clGPLAprZesZUbgvkgZoYqK6Vh5VE#annotation,"""e30""","""prompted""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e31.RArE8ZxmDILKbzlQHuZVmP5bJeyk8QZdzdlHoRvBGgQuU#annotation,"""e31""","""moves""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e32.RAONjfOIu4PMkx3QVVjQfzzseb4DGlGUIEUmM146VYd-g#annotation,"""e32""","""saying""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e33.RADP7-vjX_q-h3tCImaNIVg_MFsWJXr-x0VGffBMR8Hzo#annotation,"""e33""","""meant""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e33.RADP7-vjX_q-h3tCImaNIVg_MFsWJXr-x0VGffBMR8Hzo#annotation,"""e33""","""meant""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e34.RAK9_yA9UNssrOoMnW2KKEf15f0Q7pUlZmAm9DEcxTtmE#annotation,"""e34""","""benefit""","""Uu""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e39.RA_fDd0Qgbb1da2HJYKjfIhJ-HceADNQaJYlSIFwlyNmE#annotation,"""e39""","""has""","""CT-""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e39.RA_fDd0Qgbb1da2HJYKjfIhJ-HceADNQaJYlSIFwlyNmE#annotation,"""e39""","""has""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e4.RAHb28EiEil0SGSwZPu5J6itov2Hz295TizXbbACKt9rM#annotation,"""e4""","""boosts""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e41.RArGVrOI4ZG2r_MnGRHRzlwfHvHEOwUsxWt8teeUJHgTI#annotation,"""e41""","""designed""","""CT-""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e41.RArGVrOI4ZG2r_MnGRHRzlwfHvHEOwUsxWt8teeUJHgTI#annotation,"""e41""","""designed""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e43.RASitJM7sJVkX7ZW0g-ad5CUECcgKN3Aaz1y4skil3PM0#annotation,"""e43""","""take""","""Uu""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e44.RAzcpXXvb7a_c8-mOtaTX6eFDxVf465syP1_qe8LsWlQs#annotation,"""e44""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e45.RAIyE706m37kQ34_gAaYH8gsgv5taWvVRTzUVDVgf6c5I#annotation,"""e45""","""paid""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e46.RA-vZDJj6Un3S8WEVB1tiutCnOfcMyi31aAEk3H2xeUMQ#annotation,"""e46""","""prove""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e46.RA-vZDJj6Un3S8WEVB1tiutCnOfcMyi31aAEk3H2xeUMQ#annotation,"""e46""","""prove""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e47.RAqNKq7fgyGOVMFopA8NhcMeUc4iufXr6eGuPl0zGpAHM#annotation,"""e47""","""running""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e47.RAqNKq7fgyGOVMFopA8NhcMeUc4iufXr6eGuPl0zGpAHM#annotation,"""e47""","""running""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e48.RAazZWvkE_SGKUxnUABsLm0t1m9IS8aQn8QJie7rMN5rI#annotation,"""e48""","""scared""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e48.RAazZWvkE_SGKUxnUABsLm0t1m9IS8aQn8QJie7rMN5rI#annotation,"""e48""","""scared""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e57.RAB05BlwoHGsJkjc2Peo4OYHaFOIst8OzP2jDhkJnsTcc#annotation,"""e57""","""announcement""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e6.RADMljN3yki5c5m6hPN9YYDBuTjQC4k226o1XY8cb-AP4#annotation,"""e6""","""help""","""PS+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e61.RAQnbuNKwtqcROU--WYov3E2nBAXlkDfdhlB16Zrh7SzQ#annotation,"""e61""","""added""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e64.RAuD9W0N6NPwuuuyoWwbe6VPk51XZyUalOa7_GVZAQhBA#annotation,"""e64""","""buy-back""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e8.RAj0fKQp07JO3kYnpvQfYO-Cml5JlPNeaJqaA3WQNzC9Q#annotation,"""e8""","""prevent""","""PS+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0151/e81.RA482Tdlv04OekiDo5IdpOZbamX1aMHT8fzpm4RbANUF0#annotation,"""e81""","""stake""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0152/e1.RAB3fBcAShdyAc1kqpCOOMrUd90nu578Ul8XsLAgCHxXg#annotation,"""e1""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0152/e10.RAo-5r8pqULM1bEzbFUkshdjFitV4vRmQozn1ZdSKIPrk#annotation,"""e10""","""expire""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0152/e12.RASPtfdLU0lqsx0HITwYB7bUBjjKtUsN_0ip_aPrBOwJc#annotation,"""e12""","""said""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0152/e13.RAksxmn52zHRxtK7bTgXPDhbHy7vsAlRiIZxXnypFWb5M#annotation,"""e13""","""tendered""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0152/e13.RAksxmn52zHRxtK7bTgXPDhbHy7vsAlRiIZxXnypFWb5M#annotation,"""e13""","""tendered""","""Uu""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0152/e14.RAvRoCKZ7MnKKfKeLZdGeSyBPBbT4JamZ_P3nO6XTzhL4#annotation,"""e14""","""offer""","""CT+""",2
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0152/e15.RAYCkQ73djVF931d-jp-cfvtxeEV_cZ-Q7Vh_-KwQWQIA#annotation,"""e15""","""rejected""","""CT+""",1
https://w3id.org/provcorp/np/protected/annotation-fb/event/wsj_0152/e16.RAkmvaWcRYAEIjdNs45Mh0f28Dcuc-Z6MNif3L0_YS9os#annotation,"""e16""","""offer""","""CT+""",1
