text,eID,event,fact_value,relative_source,sourcePhrase
https://w3id.org/provcorp/np/protected/text/wsj_0122.RA8sosUoMNH6Mn7buuTUaizUYvxlvQJnhubLQ4eMqk3yg#text,e14,transaction,CT+,AUTHOR,The Underwood family
https://w3id.org/provcorp/np/protected/text/wsj_0122.RA8sosUoMNH6Mn7buuTUaizUYvxlvQJnhubLQ4eMqk3yg#text,e14,transaction,CT+,family_AUTHOR,The Underwood family
https://w3id.org/provcorp/np/protected/text/wsj_0122.RA8sosUoMNH6Mn7buuTUaizUYvxlvQJnhubLQ4eMqk3yg#text,e2,merge,CT+,Co._AUTHOR,"Young 's Market Co. , a wholesaler of spirits wines and other goods"
https://w3id.org/provcorp/np/protected/text/wsj_0122.RA8sosUoMNH6Mn7buuTUaizUYvxlvQJnhubLQ4eMqk3yg#text,e2,merge,Uu,AUTHOR,"Young 's Market Co. , a wholesaler of spirits wines and other goods"
https://w3id.org/provcorp/np/protected/text/wsj_0122.RA8sosUoMNH6Mn7buuTUaizUYvxlvQJnhubLQ4eMqk3yg#text,e3,formed,CT+,Co._AUTHOR,"Young 's Market Co. , a wholesaler of spirits wines and other goods"
https://w3id.org/provcorp/np/protected/text/wsj_0122.RA8sosUoMNH6Mn7buuTUaizUYvxlvQJnhubLQ4eMqk3yg#text,e3,formed,Uu,AUTHOR,"Young 's Market Co. , a wholesaler of spirits wines and other goods"
https://w3id.org/provcorp/np/protected/text/wsj_0122.RA8sosUoMNH6Mn7buuTUaizUYvxlvQJnhubLQ4eMqk3yg#text,e5,receive,Uu,AUTHOR,the agreement
https://w3id.org/provcorp/np/protected/text/wsj_0122.RA8sosUoMNH6Mn7buuTUaizUYvxlvQJnhubLQ4eMqk3yg#text,e6,closing,CT+,AUTHOR,the agreement
https://w3id.org/provcorp/np/protected/text/wsj_0122.RA8sosUoMNH6Mn7buuTUaizUYvxlvQJnhubLQ4eMqk3yg#text,e9,said,CT+,AUTHOR,The Underwood family
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e1,said,CT+,AUTHOR,Reed International PLC
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e2,ended,CT+,AUTHOR,Reed International PLC
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e2,ended,CT+,PLC_AUTHOR,Reed International PLC
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e20,hurt,CT+,Reed_AUTHOR,Reed
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e20,hurt,Uu,AUTHOR,Reed
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e2014,income,CT+,PLC_AUTHOR,Reed International PLC
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e2014,income,Uu,AUTHOR,Reed International PLC
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e2136,disposal,CT+,Reed_AUTHOR,Reed
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e2136,disposal,Uu,AUTHOR,Reed
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e2140,restructuring,CT+,Reed_AUTHOR,Reed
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e2140,restructuring,Uu,AUTHOR,Reed
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e22,said,CT+,AUTHOR,Reed
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e3,slipped,CT+,PLC_AUTHOR,Reed International PLC
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e3,slipped,Uu,AUTHOR,Reed International PLC
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e4,said,CT+,AUTHOR,The British paper
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e7,fell,CT+,paper_AUTHOR,The British paper
https://w3id.org/provcorp/np/protected/text/wsj_0127.RAPGz8jHAv293pZn3opfMW1bqhSUc0zmtp7191SOvl_-8#text,e7,fell,Uu,AUTHOR,The British paper
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e1,said,CT+,AUTHOR,N.V . DSM
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e2,jumped,CT+,DSM_AUTHOR,N.V . DSM
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e2,jumped,Uu,AUTHOR,N.V . DSM
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e26,helped,CT+,company_AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e26,helped,Uu,AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e27,keep,CT+,company_AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e27,keep,Uu,AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e29,added,CT+,AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e3,charges,CT+,DSM_AUTHOR,N.V . DSM
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e3,charges,Uu,AUTHOR,N.V . DSM
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e5,account,Uu,AUTHOR,N.V . DSM
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e5,account,Uu,DSM_AUTHOR,N.V . DSM
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e6,said,CT+,AUTHOR,The Dutch chemical group
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e7,gained,CT+,group_AUTHOR,The Dutch chemical group
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e7,gained,Uu,AUTHOR,The Dutch chemical group
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e73,had,CT+,DSM_AUTHOR,N.V . DSM
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e73,had,Uu,AUTHOR,N.V . DSM
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e74,235,CT+,group_AUTHOR,The Dutch chemical group
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e74,235,Uu,AUTHOR,The Dutch chemical group
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e75,144,CT+,group_AUTHOR,The Dutch chemical group
https://w3id.org/provcorp/np/protected/text/wsj_0132.RAUsGS7gkDXKpA6eFWsV5lippVwYllw-SUGfKm4_EvKuw#text,e75,144,Uu,AUTHOR,The Dutch chemical group
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e1,said,CT+,AUTHOR,Elco Industries Inc.
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e10,said,CT+,AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e11,continues,CT+,company_AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e11,continues,Uu,AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e136,pressures,CT+,company_AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e136,pressures,Uu,AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e137,demand,CT+,company_AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e137,demand,Uu,AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e19,fall,PR+,Inc._AUTHOR,Elco Industries Inc. it
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e19,fall,Uu,AUTHOR,Elco Industries Inc. it
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e2,expects,CT+,Inc._AUTHOR,Elco Industries Inc. it
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e2,expects,Uu,AUTHOR,Elco Industries Inc. it
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e26,ending,CT+,AUTHOR,Elco Industries Inc. it
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e26,ending,CT+,Inc._AUTHOR,Elco Industries Inc. it
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e33,face,CT+,company_AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e33,face,Uu,AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e5,said,CT+,AUTHOR,"The Rockford , Ill. maker of fasteners"
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e6,expects,CT+,maker_AUTHOR,"The Rockford , Ill. maker of fasteners it"
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e6,expects,Uu,AUTHOR,"The Rockford , Ill. maker of fasteners it"
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e8,post,PR+,it=maker_AUTHOR,"The Rockford , Ill. maker of fasteners it"
https://w3id.org/provcorp/np/protected/text/wsj_0135.RAFyyMa0zlqQjzM3gnV0JZEhg1wB_VTkyWjLA78LhM7l8#text,e8,post,Uu,AUTHOR,"The Rockford , Ill. maker of fasteners it"
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e10,phasing,CT+,company_AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e10,phasing,Uu,AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e11,said,CT+,AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e12,built,CT+,company_AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e12,built,Uu,AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e13,carry,Uu,AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e13,carry,Uu,company_AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e14,transition,CT+,AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e14,transition,CT+,company_AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e17,estimated,CT+,AUTHOR,"Truck Corp. , Oshkosh Wis."
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e2,fell,PR+,Corp._AUTHOR,"Truck Corp. , Oshkosh Wis."
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e2,fell,Uu,AUTHOR,"Truck Corp. , Oshkosh Wis."
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e21,drop,CT+,AUTHOR,The truck maker
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e21,drop,CT+,maker_AUTHOR,The truck maker
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e26,downturn,CT+,AUTHOR,Oshkosh Truck
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e26,downturn,CT+,Truck_AUTHOR,Oshkosh Truck
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e27,start-up,CT+,AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e29,start-up,CT+,Truck_AUTHOR,Oshkosh Truck
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e29,start-up,Uu,AUTHOR,Oshkosh Truck
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e3,said,CT+,AUTHOR,The truck maker
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e4,result,CT+,maker_AUTHOR,The truck maker
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e4,result,Uu,AUTHOR,The truck maker
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e6,attributed,CT+,AUTHOR,Oshkosh Truck
https://w3id.org/provcorp/np/protected/text/wsj_0136.RAD5OAiR9QP1UCS81pkkBDqLLRGo4Y82Po5R9lQGXyxTM#text,e7,said,CT+,AUTHOR,The company
https://w3id.org/provcorp/np/protected/text/wsj_0144.RAvIEzkmYpjnFOAw65qWL5tlNQdb4oQoaX_i8vgFw499M#text,e10,result,PR+,Travelers_AUTHOR,Travelers
https://w3id.org/provcorp/np/protected/text/wsj_0144.RAvIEzkmYpjnFOAw65qWL5tlNQdb4oQoaX_i8vgFw499M#text,e10,result,Uu,AUTHOR,Travelers
https://w3id.org/provcorp/np/protected/text/wsj_0144.RAvIEzkmYpjnFOAw65qWL5tlNQdb4oQoaX_i8vgFw499M#text,e19,posted,CT+,AUTHOR,Travelers 's employee benefits group
https://w3id.org/provcorp/np/protected/text/wsj_0144.RAvIEzkmYpjnFOAw65qWL5tlNQdb4oQoaX_i8vgFw499M#text,e21,loss,CT+,AUTHOR,Travelers 's employee benefits group
https://w3id.org/provcorp/np/protected/text/wsj_0144.RAvIEzkmYpjnFOAw65qWL5tlNQdb4oQoaX_i8vgFw499M#text,e2162,earnings,CT+,group_AUTHOR,Travelers 's employee benefits group
https://w3id.org/provcorp/np/protected/text/wsj_0144.RAvIEzkmYpjnFOAw65qWL5tlNQdb4oQoaX_i8vgFw499M#text,e2162,earnings,Uu,AUTHOR,Travelers 's employee benefits group
https://w3id.org/provcorp/np/protected/text/wsj_0144.RAvIEzkmYpjnFOAw65qWL5tlNQdb4oQoaX_i8vgFw499M#text,e45,estimated,CT+,AUTHOR,Travelers
https://w3id.org/provcorp/np/protected/text/wsj_0144.RAvIEzkmYpjnFOAw65qWL5tlNQdb4oQoaX_i8vgFw499M#text,e46,earthquake,CT+,AUTHOR,Travelers
https://w3id.org/provcorp/np/protected/text/wsj_0144.RAvIEzkmYpjnFOAw65qWL5tlNQdb4oQoaX_i8vgFw499M#text,e46,earthquake,CT+,Travelers_AUTHOR,Travelers
https://w3id.org/provcorp/np/protected/text/wsj_0144.RAvIEzkmYpjnFOAw65qWL5tlNQdb4oQoaX_i8vgFw499M#text,e49,charge,PR+,Travelers_AUTHOR,Travelers
https://w3id.org/provcorp/np/protected/text/wsj_0144.RAvIEzkmYpjnFOAw65qWL5tlNQdb4oQoaX_i8vgFw499M#text,e49,charge,Uu,AUTHOR,Travelers
https://w3id.org/provcorp/np/protected/text/wsj_0150.RAW2Xj4yGF7Z1A597alAXGHNu5X9VZF0B7HT6z0igXe9U#text,e1,merged,CT+,companies_AUTHOR,the companies
https://w3id.org/provcorp/np/protected/text/wsj_0150.RAW2Xj4yGF7Z1A597alAXGHNu5X9VZF0B7HT6z0igXe9U#text,e1,merged,Uu,AUTHOR,the companies
https://w3id.org/provcorp/np/protected/text/wsj_0150.RAW2Xj4yGF7Z1A597alAXGHNu5X9VZF0B7HT6z0igXe9U#text,e2,meeting,CT+,companies_AUTHOR,the companies
https://w3id.org/provcorp/np/protected/text/wsj_0150.RAW2Xj4yGF7Z1A597alAXGHNu5X9VZF0B7HT6z0igXe9U#text,e2,meeting,Uu,AUTHOR,the companies
https://w3id.org/provcorp/np/protected/text/wsj_0150.RAW2Xj4yGF7Z1A597alAXGHNu5X9VZF0B7HT6z0igXe9U#text,e23,transaction,CT+,companies_AUTHOR,the companies
https://w3id.org/provcorp/np/protected/text/wsj_0150.RAW2Xj4yGF7Z1A597alAXGHNu5X9VZF0B7HT6z0igXe9U#text,e23,transaction,Uu,AUTHOR,the companies
https://w3id.org/provcorp/np/protected/text/wsj_0150.RAW2Xj4yGF7Z1A597alAXGHNu5X9VZF0B7HT6z0igXe9U#text,e4,cleared,CT+,companies_AUTHOR,the companies
https://w3id.org/provcorp/np/protected/text/wsj_0150.RAW2Xj4yGF7Z1A597alAXGHNu5X9VZF0B7HT6z0igXe9U#text,e4,cleared,Uu,AUTHOR,the companies
https://w3id.org/provcorp/np/protected/text/wsj_0150.RAW2Xj4yGF7Z1A597alAXGHNu5X9VZF0B7HT6z0igXe9U#text,e5,said,CT+,AUTHOR,the companies
https://w3id.org/provcorp/np/protected/text/wsj_0151.RAOEXDE3od-_V2EoVUqGTTTj6mLQJlu1hN97BsLh-AumE#text,e29,specify,CT-,AUTHOR,Mr. Edelman
https://w3id.org/provcorp/np/protected/text/wsj_0151.RAOEXDE3od-_V2EoVUqGTTTj6mLQJlu1hN97BsLh-AumE#text,e30,prompted,CT+,AUTHOR,Mr. Edelman
https://w3id.org/provcorp/np/protected/text/wsj_0151.RAOEXDE3od-_V2EoVUqGTTTj6mLQJlu1hN97BsLh-AumE#text,e30,prompted,CT+,Edelman_AUTHOR,Mr. Edelman
https://w3id.org/provcorp/np/protected/text/wsj_0151.RAOEXDE3od-_V2EoVUqGTTTj6mLQJlu1hN97BsLh-AumE#text,e31,moves,CT+,AUTHOR,Mr. Edelman
https://w3id.org/provcorp/np/protected/text/wsj_0151.RAOEXDE3od-_V2EoVUqGTTTj6mLQJlu1hN97BsLh-AumE#text,e31,moves,CT+,Edelman_AUTHOR,Mr. Edelman
https://w3id.org/provcorp/np/protected/text/wsj_0151.RAOEXDE3od-_V2EoVUqGTTTj6mLQJlu1hN97BsLh-AumE#text,e39,has,CT-,He_AUTHOR,He
https://w3id.org/provcorp/np/protected/text/wsj_0151.RAOEXDE3od-_V2EoVUqGTTTj6mLQJlu1hN97BsLh-AumE#text,e39,has,Uu,AUTHOR,He
https://w3id.org/provcorp/np/protected/text/wsj_0151.RAOEXDE3od-_V2EoVUqGTTTj6mLQJlu1hN97BsLh-AumE#text,e41,designed,CT-,He_AUTHOR,He
https://w3id.org/provcorp/np/protected/text/wsj_0151.RAOEXDE3od-_V2EoVUqGTTTj6mLQJlu1hN97BsLh-AumE#text,e41,designed,Uu,AUTHOR,He
https://w3id.org/provcorp/np/protected/text/wsj_0151.RAOEXDE3od-_V2EoVUqGTTTj6mLQJlu1hN97BsLh-AumE#text,e43,take,Uu,AUTHOR,He
https://w3id.org/provcorp/np/protected/text/wsj_0151.RAOEXDE3od-_V2EoVUqGTTTj6mLQJlu1hN97BsLh-AumE#text,e43,take,Uu,He_AUTHOR,He
https://w3id.org/provcorp/np/protected/text/wsj_0151.RAOEXDE3od-_V2EoVUqGTTTj6mLQJlu1hN97BsLh-AumE#text,e61,added,CT+,AUTHOR,He
https://w3id.org/provcorp/np/protected/text/wsj_0152.RABOY75ByHvve2Ke2JfRPmrmLYDQEMejI8VWWzy6ccm9M#text,e13,tendered,CT+,Jones_AUTHOR,its offer
https://w3id.org/provcorp/np/protected/text/wsj_0152.RABOY75ByHvve2Ke2JfRPmrmLYDQEMejI8VWWzy6ccm9M#text,e13,tendered,Uu,AUTHOR,its offer
https://w3id.org/provcorp/np/protected/text/wsj_0152.RABOY75ByHvve2Ke2JfRPmrmLYDQEMejI8VWWzy6ccm9M#text,e14,offer,CT+,AUTHOR,its offer
https://w3id.org/provcorp/np/protected/text/wsj_0152.RABOY75ByHvve2Ke2JfRPmrmLYDQEMejI8VWWzy6ccm9M#text,e14,offer,CT+,Jones_AUTHOR,its offer
https://w3id.org/provcorp/np/protected/text/wsj_0157.RAhRPp_EzU_xi_PiJfcpMp5GUBIvP42YVzuwE5znVNWG0#text,e1995,offer,CT+,AUTHOR,Equus Investment II Limited Partnership
https://w3id.org/provcorp/np/protected/text/wsj_0157.RAhRPp_EzU_xi_PiJfcpMp5GUBIvP42YVzuwE5znVNWG0#text,e1995,offer,CT+,Co._AUTHOR,Equus Investment II Limited Partnership
https://w3id.org/provcorp/np/protected/text/wsj_0157.RAhRPp_EzU_xi_PiJfcpMp5GUBIvP42YVzuwE5znVNWG0#text,e2,proposed,CT+,Co._AUTHOR,Equus Investment II Limited Partnership
https://w3id.org/provcorp/np/protected/text/wsj_0157.RAhRPp_EzU_xi_PiJfcpMp5GUBIvP42YVzuwE5znVNWG0#text,e2,proposed,Uu,AUTHOR,Equus Investment II Limited Partnership
https://w3id.org/provcorp/np/protected/text/wsj_0157.RAhRPp_EzU_xi_PiJfcpMp5GUBIvP42YVzuwE5znVNWG0#text,e2030,changing,Uu,AUTHOR,Equus Investment II Limited Partnership
https://w3id.org/provcorp/np/protected/text/wsj_0157.RAhRPp_EzU_xi_PiJfcpMp5GUBIvP42YVzuwE5znVNWG0#text,e2030,changing,Uu,Co._AUTHOR,Equus Investment II Limited Partnership
https://w3id.org/provcorp/np/protected/text/wsj_0157.RAhRPp_EzU_xi_PiJfcpMp5GUBIvP42YVzuwE5znVNWG0#text,e4,transaction,CT+,Co._AUTHOR,Equus Investment II Limited Partnership
https://w3id.org/provcorp/np/protected/text/wsj_0157.RAhRPp_EzU_xi_PiJfcpMp5GUBIvP42YVzuwE5znVNWG0#text,e4,transaction,Uu,AUTHOR,Equus Investment II Limited Partnership
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e10,said,CT+,AUTHOR,Mr. Reupke
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e14,added,CT+,AUTHOR,he
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e168,duties,CT+,AUTHOR,the company
https://w3id.org/provcorp/np/protected/text/wsj_0158.RAIRkkx1m-i0QuCtr75Ojc0SGOYRgJCQVmDV4UKL9s-7Q#text,e168,duties,CT+,company_AUTHOR,the company
